iter	RMSE
240	0.04252813504
241	0.0423973671
242	0.04226908564
243	0.04219694689
244	0.04207494761
245	0.04196022696
246	0.04185689662
247	0.04173131759
248	0.04163803364
249	0.04150889285
250	0.04140160356
251	0.04134852201
252	0.04122916654
253	0.04121174458
254	0.04109928553
255	0.04096292376
256	0.04088292246
257	0.04083714508
258	0.0407326859
259	0.04068221932
260	0.04061781135
261	0.04050158115
262	0.0404070104
263	0.0402538521
264	0.04008465184
265	0.03997372099
266	0.03994482615
267	0.03988189164
268	0.03982390226
269	0.03973408805
270	0.03971417071
271	0.03962853116
272	0.03953365583
273	0.03940765132
274	0.03933242557
275	0.03922559563
276	0.03916144369
277	0.03905839946
278	0.03895987056
279	0.03887322776
280	0.03878274856
281	0.0386946189
282	0.03858880906
283	0.03850195518
284	0.03844973702
285	0.03836314653
286	0.03829198451
287	0.03820477234
288	0.03806006097
289	0.03797443666
290	0.03795371199
291	0.03782121692
292	0.03768832346
293	0.03759406064
294	0.03749041473
295	0.03741812368
296	0.03733646856
297	0.03730404316
298	0.03720835619
299	0.03714945467
300	0.03707517471
301	0.03697590455
302	0.03690725749
303	0.03685304781
304	0.03677074619
305	0.03671510393
306	0.03664026953
307	0.03656509353
308	0.03649090156
309	0.036416059
310	0.03632996335
311	0.03628035938
312	0.0361465759
313	0.03605902062
314	0.03600830047
315	0.03594550509
316	0.03592672812
317	0.03584355311
318	0.03574674687
319	0.03568625951
320	0.03563536141
321	0.03555469847
322	0.03550340302
323	0.03541137419
324	0.03531481398
325	0.03521126704
326	0.03516076118
327	0.03506593466
328	0.03499793172
329	0.03494751734
330	0.03487135467
331	0.03477289095
332	0.03467280341
333	0.03461760009
334	0.03456015201
335	0.03448185799
336	0.03437788485
337	0.03431726083
338	0.03425690189
339	0.03419231417
340	0.03413188812
341	0.03406094842
342	0.03398042073
343	0.03391884098
344	0.03388846316
345	0.0338068967
346	0.03369685808
347	0.03367896162
348	0.03364167711
349	0.03355229802
350	0.03351514677
351	0.03345753399
352	0.03341535302
353	0.03334697208
354	0.03326637686
355	0.03322550463
356	0.03316564032
357	0.03311550018
358	0.03306964282
359	0.03301190315
360	0.03295303754
361	0.03287342079
362	0.03281999429
363	0.03275003475
364	0.03270916158
365	0.03262866774
366	0.03255658525
367	0.03250625588
368	0.03244475345
369	0.03241195066
370	0.03235984554
371	0.03230535933
372	0.03223435132
373	0.03216428588
374	0.03210968112
375	0.03202921299
376	0.03197732735
377	0.03192250618
378	0.03187091996
379	0.031822635
380	0.03180118186
381	0.03171824651
382	0.03166113768
383	0.03163260924
384	0.03158750107
385	0.03150232706
386	0.03145922985
387	0.03139501991
388	0.03134365231
389	0.03129845953
390	0.0312519937
391	0.03119013315
392	0.03113925799
393	0.03109604029
394	0.03104145144
395	0.03096295289
396	0.0309090693
397	0.03083874446
398	0.03078008491
399	0.03073457154
400	0.03071239109
401	0.03065559839
402	0.03060664174
403	0.03056775214
404	0.03053759562
405	0.03049183053
406	0.03045463503
407	0.03044035544
408	0.03039598102
409	0.03032064655
410	0.03027969426
411	0.03023885911
412	0.0302081638
413	0.03016182311
414	0.03009562547
415	0.03004928654
416	0.0299926991
417	0.02993796503
418	0.02988495081
419	0.02984898803
420	0.02983713285
421	0.02977673689
422	0.02972053323
423	0.02971316226
424	0.02963606938
425	0.02958644998
426	0.02955144693
427	0.02947023766
428	0.02941371544
429	0.02937178655
430	0.02933493609
431	0.02928771805
432	0.02927136849
433	0.02922452662
434	0.02917387789
435	0.02913680215
436	0.02909940986
437	0.02905557124
438	0.02898623738
439	0.02894672306
440	0.02890004213
441	0.0288493418
442	0.02880016323
443	0.02874871163
444	0.02870048428
445	0.02866062592
446	0.02859709775
447	0.02852975547
448	0.02852334979
449	0.02847665395
450	0.02842214037
451	0.02838634848
452	0.02835119015
453	0.02828039654
454	0.02824723118
455	0.02819712419
456	0.02815880868
457	0.02811020327
458	0.02805539739
459	0.02798662249
460	0.02793401747
461	0.02789217134
462	0.02785684619
463	0.02783109169
464	0.02775863157
465	0.02771003988
466	0.02765884227
467	0.02763395947
468	0.02760326757
469	0.0275605645
470	0.02755521934
471	0.02751115598
472	0.02746392157
473	0.02742856988
474	0.02740129769
475	0.02734867578
476	0.02731132411
477	0.02730545471
478	0.02726482849
479	0.02723678121
480	0.02722938257
481	0.027222759
482	0.02719566167
483	0.02714301604
484	0.02710968496
485	0.0271016714
486	0.02709480098
487	0.02705800965
488	0.02702225963
489	0.02697879292
490	0.02693797708
491	0.02690479906
492	0.02686734889
493	0.02682874235
494	0.02678187973
495	0.02675348307
496	0.02674733767
497	0.02668994298
498	0.02665696471
499	0.02662432166
500	0.02657944207
501	0.02655087003
502	0.02652076234
503	0.02651644204
504	0.02647827413
505	0.02647365504
506	0.02645940691
507	0.02641628839
508	0.02636275749
509	0.02634400865
510	0.02630052693
511	0.02626574899
512	0.02622739545
513	0.0261894377
514	0.0261551224
515	0.02611069611
516	0.02608018856
517	0.02607612252
518	0.02603606827
519	0.02600333965
520	0.02596109259
521	0.02592367308
522	0.02589542154
523	0.02585851937
524	0.02582250518
525	0.02578295402
526	0.02576503956
527	0.02573349691
528	0.02570003526
529	0.02569599655
530	0.025691762
531	0.02565783087
532	0.02558567721
533	0.02556893558
534	0.02553786702
535	0.02549565859
536	0.02546214706
537	0.02543532406
538	0.02539913134
539	0.02537047846
540	0.02531052808
541	0.02530521521
542	0.02526905513
543	0.02521246781
544	0.02517165269
545	0.02513976967
546	0.02510431504
547	0.02505397772
548	0.02502719543
549	0.02499108384
550	0.02494002263
551	0.02490478594
552	0.02485668275
553	0.02482353524
554	0.02479955506
555	0.02476860259
556	0.02474884033
557	0.02471811443
558	0.02469152198
559	0.02463639285
560	0.02457464061
561	0.02451161633
562	0.02448736174
563	0.02445586164
564	0.02442004975
565	0.0243880305
566	0.02435592649
567	0.02430053914
568	0.02428135562
569	0.02424306475
570	0.02420389616
571	0.02415463726
572	0.02411142242
573	0.02406368275
574	0.02402714221
575	0.02400409875
576	0.02397396623
577	0.02395488068
578	0.02391391713
579	0.02388302739
580	0.02385566458
581	0.02382506433
582	0.02380190183
583	0.02374909231
584	0.02371796823
585	0.02367439884
586	0.02364254102
587	0.02360236394
588	0.02356247025
589	0.02355031364
590	0.02352528239
591	0.02351058544
592	0.02345653865
593	0.02343028395
594	0.02340526997
595	0.02337915369
596	0.02333722794
597	0.02329502705
598	0.02325201247
599	0.02323069722
600	0.02318156847
601	0.02315234545
602	0.02312423642
603	0.02309202678
604	0.02305130564
605	0.02301311803
606	0.0230098436
607	0.02298468079
608	0.02297559606
609	0.02294183999
610	0.02293805966
611	0.02290598186
612	0.02287601005
613	0.02283822611
614	0.02281380443
615	0.02276445973
616	0.02271851101
617	0.02267904988
618	0.02265220377
619	0.02261097317
620	0.02257000553
621	0.02256630803
622	0.02253545757
623	0.02250936257
624	0.02247099971
625	0.0224674177
626	0.02243769478
627	0.02241888151
628	0.02240017266
629	0.02237890885
630	0.02235312038
631	0.02232676384
632	0.0223106629
633	0.02227174229
634	0.02223726491
635	0.02221744839
636	0.02220938689
637	0.02218404855
638	0.0221576559
639	0.02213227165
640	0.0221294647
641	0.02209156903
642	0.02207227396
643	0.02205047742
644	0.02203436889
645	0.02198448407
646	0.02196589163
647	0.02192547262
648	0.02189764546
649	0.02187462764
650	0.02184662661
651	0.02180622287
652	0.02176407953
653	0.0217398682
654	0.02173722637
655	0.02170179808
656	0.02167269936
657	0.02165199979
658	0.02161466916
659	0.02160638359
660	0.02157075674
661	0.02154601501
662	0.02152761705
663	0.02151174893
664	0.02149177348
665	0.02146962993
666	0.02144613326
667	0.02140486275
668	0.02137186305
669	0.02134077322
670	0.02129951467
671	0.02126835466
672	0.02124050427
673	0.02120817863
674	0.02117925382
675	0.02115105199
676	0.02112156514
677	0.02109364299
678	0.02109067466
679	0.02106417261
680	0.02103522442
681	0.02100217431
682	0.02098406043
683	0.02098138286
684	0.02096251357
685	0.02093312217
686	0.02088776601
687	0.0208847911
688	0.02086674603
689	0.02084168273
690	0.02082726129
691	0.02082468632
692	0.0208118028
693	0.02079438225
694	0.02076746301
695	0.02074857021
696	0.02071277404
697	0.02068720414
698	0.02066136356
699	0.02063566505
700	0.02061377428
701	0.02058357716
702	0.02055794573
703	0.02053508497
704	0.02051096424
705	0.02048953577
706	0.02048674217
707	0.02045100606
708	0.02043138228
709	0.0203907301
710	0.02036167698
711	0.0203351094
712	0.020299132
713	0.02027805211
714	0.02023349357
715	0.02020106249
716	0.02018753907
717	0.02017014906
718	0.02014062678
719	0.02010157212
720	0.02008176543
721	0.02005302049
722	0.02002697661
723	0.02000213043
724	0.0199770452
725	0.01995949892
726	0.01995684573
727	0.01992764326
728	0.01990167003
729	0.01987739775
730	0.01985061895
731	0.01983017987
732	0.01980766742
733	0.01980516459
734	0.01978023264
735	0.01974331926
736	0.01971928157
737	0.01971663779
738	0.01968084517
739	0.01965769753
740	0.01962982248
741	0.01960813439
742	0.01957854311
743	0.01957613424
744	0.01954569572
745	0.01951541497
746	0.0194785395
747	0.01945447067
748	0.01943802643
749	0.01942539165
750	0.01939969298
751	0.01937942818
752	0.01935426335
753	0.01935213345
754	0.01932599756
755	0.01929812528
756	0.01927275033
757	0.01924369972
758	0.01921873058
759	0.01918205942
760	0.01916062317
761	0.01913756752
762	0.01912068848
763	0.01910497606
764	0.01908452312
765	0.01906113896
766	0.01904652379
767	0.01902825085
768	0.0190086022
769	0.01898221157
770	0.01896888718
771	0.0189594671
772	0.01893736083
773	0.0189253761
774	0.01890078795
775	0.01887454959
776	0.01886556825
777	0.01885645561
778	0.01885105401
779	0.01883133457
780	0.01881112281
781	0.01880666463
782	0.01876934163
783	0.01874726456
784	0.01874505288
785	0.018719871
786	0.01870301402
787	0.01869289876
788	0.0186613742
789	0.01865523204
790	0.01862275776
791	0.01860831204
792	0.0186059978
793	0.01860404588
794	0.01858645998
795	0.0185610035
796	0.01853607256
797	0.01851035383
798	0.01848853698
799	0.01847027151
800	0.01844843371
801	0.01841539168
802	0.01838998649
803	0.01838138042
804	0.01835908959
805	0.01832671252
806	0.01831332958
807	0.01828686052
808	0.01827254413
809	0.01824947832
810	0.01823854533
811	0.0182223637
812	0.01819582556
813	0.01817468291
814	0.01815300966
815	0.01811967287
816	0.01810426582
817	0.01806413249
818	0.01805938168
819	0.01805721418
820	0.01803258501
821	0.01800098411
822	0.01798082539
823	0.01796895953
824	0.01793626297
825	0.01792219424
826	0.01788408156
827	0.01786206151
828	0.01783661964
829	0.01781758403
830	0.01781421527
831	0.01780907799
832	0.01778814787
833	0.01776751705
834	0.01775080595
835	0.0177290089
836	0.01770551144
837	0.01769330055
838	0.01766436727
839	0.01764516868
840	0.01761301584
841	0.01758772065
842	0.01756851373
843	0.01753842592
844	0.01751616871
845	0.01749312591
846	0.01747408118
847	0.0174676481
848	0.01745436249
849	0.01741507089
850	0.01739057172
851	0.01737401538
852	0.01735335232
853	0.01733797303
854	0.01731601219
855	0.01730309488
856	0.01728832426
857	0.0172755996
858	0.01726138971
859	0.017248913
860	0.01723215135
861	0.01721235038
862	0.01721069463
863	0.0171983987
864	0.01718568386
865	0.01717483824
866	0.01716398706
867	0.01714783653
868	0.01711959697
869	0.01711019187
870	0.01710050516
871	0.01708771178
872	0.01706573712
873	0.01704359423
874	0.01702557457
875	0.01701384682
876	0.01701160609
877	0.01698291362
878	0.0169603419
879	0.01694482979
880	0.01691857483
881	0.01690282767
882	0.01687368549
883	0.01686046008
884	0.01684781855
885	0.01681042136
886	0.01680354871
887	0.01678372603
888	0.01676513884
889	0.01673963204
890	0.01672867888
891	0.01670229697
892	0.01668038473
893	0.01666905064
894	0.01664055852
895	0.01662775016
896	0.01661468567
897	0.01659762349
898	0.01657992264
899	0.01655711055
900	0.01653870125
901	0.01650753987
902	0.01650095368
903	0.01648217046
904	0.01646216961
905	0.01645053006
906	0.01642954722
907	0.01640231694
908	0.01636863344
909	0.01636437896
910	0.01634491128
911	0.0163279079
912	0.01632227123
913	0.01632030286
914	0.01629305234
915	0.01627681671
916	0.01626578407
917	0.01624424924
918	0.01622081957
919	0.0161957836
920	0.01618419858
921	0.01616561059
922	0.0161434687
923	0.01612698547
924	0.01611117922
925	0.01609351661
926	0.01607784568
927	0.01606363086
928	0.01605429451
929	0.01603649975
930	0.01601279691
931	0.01600472932
932	0.01598904202
933	0.01597011657
934	0.01594613098
935	0.01593493409
936	0.0159333463
937	0.01591084925
938	0.01589873614
939	0.01588755829
940	0.01585795362
941	0.01582931574
942	0.01582502191
943	0.01579324139
944	0.01576047972
945	0.01574057528
946	0.01573680865
947	0.01572089096
948	0.01571663875
949	0.01570628732
950	0.01569194066
951	0.01567467929
952	0.0156523488
953	0.01562819883
954	0.01561953369
955	0.01559367256
956	0.01556772881
957	0.01555452687
958	0.01553990501
959	0.01553211773
960	0.01550531127
961	0.01547929609
962	0.01547498152
963	0.01545135083
964	0.01544557677
965	0.01543589883
966	0.01542559969
967	0.01540340991
968	0.01539668886
969	0.01538701225
970	0.01537161999
971	0.0153432018
972	0.01532137475
973	0.01530187877
974	0.01528328669
975	0.01527086633
976	0.01525993057
977	0.01524481666
978	0.01523338914
979	0.01520795657
980	0.01519678293
981	0.01518104153
982	0.01516484919
983	0.01514741472
984	0.01512113015
985	0.01510800202
986	0.01510430966
987	0.01509293474
988	0.01507446463
989	0.01507382033
990	0.01505516278
991	0.01503759413
992	0.01502321014
993	0.0150002949
994	0.01498492745
995	0.01496781478
996	0.01496104617
997	0.01494245389
998	0.01493872716
999	0.01492433015
